Maize_Sample	345dcc18d51f44572bd67c08e5e95b8b	074e66f75650948b8df12cfe2ffb5f37	060fdbbfa61cbfb4d47350dc2a2019cd	d2208d27b5df4c53eb547f7ac45f4d6b	574d164310944193d8fc13dc10346e58	8cb92babedb9f4ff7bedee4ac4f47370	3e00a33b844a56c2e00acedeffc43b5e	0f5f7693288de84f4ade2e6abaa2440f	561ed5d9dab98c645f731a40b7b63fa4	a6d4742d8c802171498b62b6d79b1764	Location	Date_Taken	Sample_Type	Soil_Test_Number	PlantA_Or_B	Notes	GA_Microbiome	Living_Mulch	Endophyte	R1_Fastq_Name	R2_Fastq_Name	reads	Growing_Degree_Days	GPSlatitude	GPSlongitude	Living_Mulch_Treatment	quant_reading	Sample_or_Control	precipIntensity	precipProbability	temperatureHigh	temperatureLow	dewPoint	humidity	windSpeed	uvIndex	Sampling_Number	Lime_Buffer_Capacity	pH	Water_pH	Base_Saturation_perc	Cation_Exchange_Capacity	Ca_ppm	Cd_ppm	Cr_ppm	Cu_ppm	Fe_ppm	K_ppm	Mg_ppm	Mn_ppm	Mo_ppm	Na_ppm	Ni_ppm	P_ppm	Pb_ppm	Zn_ppm	Organic_Matter_perc	N_perc	Sampling_NumberGDD	Plate	Row	Column	Well	Concentration
GA1830I600	1	0	1	0	0	0	1	1	0	1	Athens	2018-05-18	Inrow_Soil	46.0			True	False	False	GA1830I600_S155_L001_R1_001.fastq.gz	GA1830I600_S155_L001_R2_001.fastq.gz	102672	600.0	33.72173	-83.30781		157.666667	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30.0	865.0	6.11	6.71	80.2	7.36	924.0	0.025	0.025	0.55	63.29	105.9	116.4	52.0	0.025	10.72	4.09	30.04	0.14	1.15	2.22	0.06	30600.0	2	E	11	E11	157.6666666667
GA1832I600	1	0	1	0	0	0	1	1	1	1	Rome	2018-05-02	Inrow_Soil	47.0		SWVT_Dryland	True	False	False	GA1832I600_S117_L001_R1_001.fastq.gz	GA1832I600_S117_L001_R2_001.fastq.gz	119202	600.0	34.33791	-85.13029		163.333333	Sample	0.002581013	0.2781013	79.48671	58.986959999999996	56.99646	0.7126581999999999	2.479241	8.35443	32.0	453.0	4.98	5.58	58.9	9.07	586.0	0.05	0.025	0.42	14.41	282.8	196.8	106.5	0.025	10.53	2.24	77.04	0.36	1.14	2.3	0.06	32600.0	2	B	9	B9	163.3333333333
GA183I600	1	0	1	0	0	1	0	1	0	1	Dawson	2018-05-02	Inrow_Soil	11.0			True	False	False	GA183I600_S167_L001_R1_001.fastq.gz	GA183I600_S167_L001_R2_001.fastq.gz	99877	600.0	31.620620000000002	-84.52264		173.0	Sample	0.003861017	0.26288140000000004	80.80271	59.061690000000006	57.94831	0.7277965999999999	4.6067800000000005	8.067797	3.0	179.5	5.14	5.74	69.95	3.95	468.0	0.02	0.05	1.65	30.8	58.35	25.8	15.75	0.02	13.865	0.565	91.35	0.32	4.04	0.73	0.015	3600.0	2	F	11	F11	173.0
GA1834S1400	0	1	1	0	0	0	0	1	0	0	Cave_Spring	2018-06-20	Soil	93.0			True	False	False	GA18-34S-1400_S174_L001_R1_001.fastq.gz	GA18-34S-1400_S174_L001_R2_001.fastq.gz	19665	1400.0	34.14887	-85.29406999999999		215.666667	Sample	0.00223038	0.25822779999999995	79.63228000000001	58.09936999999999	57.3819	0.7322784999999999	2.277848	8.21519	34.0	510.0	5.65	6.25	87.1	17.17	2374.0	0.025	0.025	1.07	6.3	448.2	227.1	75.92	0.025	8.03	0.33	95.65	0.13	8.61	4.7	0.17	341400.0	5	G	7	G7	215.6666666667
GA185I600	1	0	1	1	0	0	1	1	0	1	Arlington	2018-05-02	Inrow_Soil	13.0			True	False	False	GA185I600_S129_L001_R1_001.fastq.gz	GA185I600_S129_L001_R2_001.fastq.gz	109183	600.0	31.41781	-84.67116		90.533333	Sample	0.004491525	0.24101689999999998	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	5.0	166.0	5.25	5.85	66.3333333333	2.88	319.0	0.02	0.02	1.0933333333	7.2333333333	51.9	18.366666666700002	14.2	0.02	5.94	0.59	34.3	0.1633333333	2.51	0.7333333333	0.0166666667	5600.0	2	C	9	C9	90.53333333329999
GA1817S600	0	0	1	0	0	0	0	1	0	1	Plains_SWVT	2018-05-07	Soil	20.0			True	False	False	GA18-17S-600_S161_L001_R1_001.fastq.gz	GA18-17S-600_S161_L001_R2_001.fastq.gz	30707	600.0	32.03617	-84.37579000000001		109.0	Sample	0.004391803	0.3129508	80.58918	59.78705	57.9841	0.7195081999999999	4.946393	8.229508000000001	17.0	264.0	5.59	6.19	76.7	5.33	515.0	0.02	0.07	0.34	11.03	146.8	130.7	18.3	0.02	10.93	1.78	32.96	0.65	2.82	2.43	0.1	17600.0	5	F	6	F6	109.0
GA182repBI600	1	0	1	0	0	1	1	1	0	1	Hawkinsville	2018-05-02	Inrow_Soil			A_second_rep_of_the_inrow_soil_at_this_location_was_taken	True	False	False	GA182repBI600_S130_L001_R1_001.fastq.gz	GA182repBI600_S130_L001_R2_001.fastq.gz	119579	600.0	32.18359	-83.57856		194.666667	Sample	0.003737288	0.28440679999999996	79.50050999999999	59.96136	56.173730000000006	0.6822034	5.405593	7.8474580000000005	2.0	319.0	6.77	7.37	100.0	6.89	1040.0	0.05	0.14	1.88	29.93	145.2	232.0	18.6	0.02	14.68	0.73	154.87	0.66	9.98	1.33	0.05	2600.0	2	C	10	C10	194.6666666667
GA1825I600	1	0	1	0	0	0	1	1	0	1	Watkinsville	2018-05-21	Inrow_Soil	41.0		Living_mulch_experiment_and_GA_Microbiome	True	True	False	GA1825I600_S168_L001_R1_001.fastq.gz	GA1825I600_S168_L001_R2_001.fastq.gz	110453	600.0	33.86809	-83.45011	LivingMulch	163.333333	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	25.0	335.0	6.31	6.91	97.3	6.42	1076.0	0.025	0.025	0.49	5.24	74.8	75.4	43.3	0.025	9.47	0.29	13.06	0.08	2.68	2.71	0.05	25600.0	2	F	12	F12	163.3333333333
GA187S1400	1	0	1	0	0	0	0	1	0	1	Tifton-Dryland	2018-06-07	Soil	81.0			True	False	False	GA18-7S-1400_S175_L001_R1_001.fastq.gz	GA18-7S-1400_S175_L001_R2_001.fastq.gz	35046	1400.0	31.52226	-83.55033		214.0	Sample	0.002557377	0.23868850000000003	81.72738000000001	62.062459999999994	61.283280000000005	0.7526229999999999	3.991967	8.327869	7.0	160.0	4.61	5.21	36.5	2.25	131.0	0.02	0.02	0.29	14.88	22.7	10.6	5.87	0.02	4.0	0.39	19.2	0.43	1.74	0.58	0.02	71400.0	5	G	8	G8	214.0
GA1826SLM1400	0	0	1	0	0	0	0	1	0	1	Watkinsville	2018-06-28	Soil			Living_mulch_experiment_not_part_of_GA_microbiomes	True	True	False	GA18-26S-LM1400_S176_L001_R1_001.fastq.gz	GA18-26S-LM1400_S176_L001_R2_001.fastq.gz	19526	1400.0	33.86829	-83.44996	NoCover	387.333333	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	26.0																						261400.0	5	G	9	G9	387.3333333333
GA1828S600	1	0	1	0	0	0	1	1	0	1	Watkinsville	2018-05-21	Soil	35.0		Living_mulch_experiment_and_GA_Microbiome	True	True	False	GA1828S600_S140_L001_R1_001.fastq.gz	GA1828S600_S140_L001_R2_001.fastq.gz	121172	600.0	33.86801	-83.45012	CerealRye	85.3	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	28.0	390.0	5.97	6.57	82.7	5.62	760.0	0.025	0.025	0.65	6.66	103.8	66.5	46.1	0.025	7.61	1.63	9.98	0.28	3.24	2.35	0.07	28600.0	2	D	8	D8	85.3
GA1834S600	0	0	1	0	0	0	0	1	0	1	Cave_Spring	2018-05-02	Soil	39.0			True	False	False	GA18-34S-600_S150_L001_R1_001.fastq.gz	GA18-34S-600_S150_L001_R2_001.fastq.gz	46964	600.0	34.14886	-85.29418000000001		34.666667	Sample	0.00223038	0.25822779999999995	79.63228000000001	58.09936999999999	57.3819	0.7322784999999999	2.277848	8.21519	34.0	682.0	6.15	6.75	95.2	20.78	3307.0	0.07	0.02	1.12	4.56	446.1	248.6	153.7	0.025	9.01	3.41	70.6	0.18	10.72	5.73	0.23	34600.0	5	E	7	E7	34.6666666667
GA184I1400	1	0	1	0	1	1	1	1	0	1	Fitzgerald	2018-05-31	Inrow_Soil	61.0		~5_feet_from_600_GDD_sample	True	False	False	GA184I1400_S180_L001_R1_001.fastq.gz	GA184I1400_S180_L001_R2_001.fastq.gz	139079	1400.0	31.66868	-83.30303		126.33333300000001	Sample	0.001486441	0.1333898	79.90034	60.10508000000001	59.26356	0.7445763000000001	4.1525419999999995	8.118644	4.0	215.0	4.93	5.53	53.7	3.81	309.0	0.02	0.05	0.51	13.11	92.5	29.6	11.33	0.02	4.14	3.48	39.8	1.03	6.04	1.3	0.02	41400.0	2	G	12	G12	126.3333333333
GA1829S1400	0	0	1	0	0	0	0	1	0	1	Watkinsville	2018-06-21	Soil	105.0		Living_mulch_experiment_and_GA_Microbiome	True	True	False	GA18-29S-1400_S173_L001_R1_001.fastq.gz	GA18-29S-1400_S173_L001_R2_001.fastq.gz	38072	1400.0	33.86801	-83.45004	CrimsonClover	180.0	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	29.0	329.0	4.9	5.5	61.4	7.41	778.0	0.025	0.025	0.97	8.01	66.8	52.5	31.68	0.025	10.73	2.24	23.77	0.35	3.9	3.03	0.11	291400.0	5	G	6	G6	180.0
GA1824S600	0	1	1	0	0	0	1	1	0	1	Watkinsville	2018-05-21	Soil	31.0		Living_mulch_experiment_and_GA_Microbiome	True	True	False	GA1824S600_S160_L001_R1_001.fastq.gz	GA1824S600_S160_L001_R2_001.fastq.gz	144038	600.0	33.8681	-83.44997	LivingMulch	51.333333	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	24.0	949.0	5.69	6.29	52.9	8.3	715.0	0.025	0.025	0.77	6.65	79.8	69.2	42.4	0.025	7.86	1.71	6.6	0.38	2.1	2.85	0.06	24600.0	2	F	4	F4	51.3333333333
GA1827S600	1	0	1	0	0	0	0	1	0	1	Watkinsville	2018-05-21	Soil	34.0		Living_mulch_experiment_and_GA_Microbiome	True	True	False	GA1827S600_S137_L001_R1_001.fastq.gz	GA1827S600_S137_L001_R2_001.fastq.gz	118015	600.0	33.868179999999995	-83.45	NoCover	163.0	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	27.0	474.0	5.84	6.44	77.9	6.96	920.0	0.025	0.025	1.28	6.55	72.4	70.9	45.5	0.025	8.89	1.3	16.86	0.24	3.28	3.02	0.11	27600.0	2	D	5	D5	163.0
GA1814S1400	1	1	1	0	0	0	0	1	0	1	Dawson	2018-05-31	Soil	55.0			True	False	False	GA1814S1400_S183_L001_R1_001.fastq.gz	GA1814S1400_S183_L001_R2_001.fastq.gz	101126	1400.0	31.66647	-84.5211		67.575	Sample	0.003861017	0.26288140000000004	80.80271	59.061690000000006	57.94831	0.7277965999999999	4.6067800000000005	8.067797	14.0	171.0	5.11	5.71	63.7	3.13	302.0	0.02	0.02	0.49	9.86	58.9	32.9	20.95	0.02	13.75	0.23	51.1	0.35	1.4	0.75	0.01	141400.0	2	H	3	H3	67.575
GA187I600	0	0	1	0	0	0	0	0	0	1	Tifton-Dryland	2018-05-07	Inrow_Soil	23.0			True	False	False	GA187I600_S166_L001_R1_001.fastq.gz	GA187I600_S166_L001_R2_001.fastq.gz	96063	600.0	31.52228	-83.55044000000001		232.0	Sample	0.002557377	0.23868850000000003	81.72738000000001	62.062459999999994	61.283280000000005	0.7526229999999999	3.991967	8.327869	7.0	166.0	4.56	5.16	38.8	2.53	154.0	0.02	0.02	0.3	17.17	30.1	14.0	5.2	0.02	4.64	1.28	14.77	0.63	1.97	0.75	0.06	7600.0	2	F	10	F10	232.0
GA1830I1400	0	1	1	1	0	0	1	1	0	1	Athens	2018-06-19	Inrow_Soil	106.0			True	False	False	GA1830I1400_S132_L001_R1_001.fastq.gz	GA1830I1400_S132_L001_R2_001.fastq.gz	92955	1400.0	33.7218	-83.30788000000001		103.2	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30.0	232.0	5.65	6.25	80.1	5.0	614.0	0.02	0.02	0.4	68.87	65.8	86.6	24.25	0.02	9.34	2.58	17.03	0.08	0.87	1.55	0.05	301400.0	2	C	12	C12	103.2
GA1830S1400	0	0	1	0	0	0	0	1	0	1	Athens	2018-06-19	Soil	88.0			True	False	False	GA18-30S-1400_S190_L001_R1_001.fastq.gz	GA18-30S-1400_S190_L001_R2_001.fastq.gz	28276	1400.0	33.7218	-83.30788000000001		226.666667	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30.0	232.0	5.65	6.25	80.1	5.0	614.0	0.02	0.02	0.4	68.87	65.8	86.6	24.25	0.02	9.34	2.58	17.03	0.08	0.87	1.55	0.05	301400.0	5	H	11	H11	226.6666666667
GA1814S600	0	0	1	0	0	0	0	0	0	0	Dawson	2018-05-02	Soil	1.0		Soil_was_wet_when_taken_out_of_ziplock_may_have_small_leak_and_absorbed_water_from_ice.	True	False	False	GA1814S600_S149_L001_R1_001.fastq.gz	GA1814S600_S149_L001_R2_001.fastq.gz	91597	600.0	31.66634	-84.52099		73.866667	Sample	0.003861017	0.26288140000000004	80.80271	59.061690000000006	57.94831	0.7277965999999999	4.6067800000000005	8.067797	14.0	233.5	4.695	5.295	42.8	3.9	233.5	0.02	0.07	1.205	25.31	87.15	32.75	20.65	0.02	9.845	0.85	90.04	0.86	7.605	0.94	0.01	14600.0	2	E	5	E5	73.8666666667
GA182S600	1	0	1	0	0	1	1	1	0	1	Hawkinsville	2018-05-02	Soil	4.0		Soil_was_wet_when_taken_out_of_ziplock_may_have_small_leak_and_absorbed_water_from_ice.	True	False	False	GA182S600_S174_L001_R1_001.fastq.gz	GA182S600_S174_L001_R2_001.fastq.gz	283234	600.0	32.18359	-83.57856		77.766667	Sample	0.003737288	0.28440679999999996	79.50050999999999	59.96136	56.173730000000006	0.6822034	5.405593	7.8474580000000005	2.0	319.0	6.77	7.37	100.0	6.89	1040.0	0.05	0.14	1.88	29.93	145.2	232.0	18.6	0.02	14.68	0.73	154.87	0.66	9.98	1.33	0.05	2600.0	2	G	6	G6	77.7666666667
GA188I1400	1	1	1	1	0	1	0	1	0	1	Wadley	2018-06-07	Inrow_Soil	74.0			True	False	False	GA188I1400_S165_L001_R1_001.fastq.gz	GA188I1400_S165_L001_R2_001.fastq.gz	100266	1400.0	32.96007	-82.55033		84.666667	Sample	0.003618033	0.3568852	80.9523	58.69607	58.73262	0.7440984	3.482787	7.967213	8.0	434.0	6.06	6.66	92.1	10.78	1222.0	0.06	0.1	0.31	28.14	175.9	399.7	11.74	0.025	5.99	1.47	115.9	0.58	8.48	4.13	0.19	81400.0	2	F	9	F9	84.6666666667
GA1810S600	0	0	1	0	0	0	0	1	0	1	Midville	2018-05-07	Soil	17.0		_maybe_replace_SWVT	True	False	False	GA18-10S-600_S167_L001_R1_001.fastq.gz	GA18-10S-600_S167_L001_R2_001.fastq.gz	46428	600.0	32.87781	-82.21692		262.333333	Sample	0.003737705	0.3814754	80.98607	59.5459	58.80475	0.7388524999999999	4.611967	8.016392999999999	10.0	172.0	5.84	6.44	84.3	3.15	348.0	0.06	0.07	0.28	12.77	163.2	56.1	5.1	0.02	7.65	1.15	26.45	0.58	2.81	0.98	0.07	10600.0	5	F	12	F12	262.3333333333
GA183S1400	1	0	1	0	0	0	0	1	0	0	Dawson	2018-05-31	Soil	52.0		~5_feet_from_600_GDD_sample	True	False	False	GA18-3S-1400_S104_L001_R1_001.fastq.gz	GA18-3S-1400_S104_L001_R2_001.fastq.gz	28057	1400.0	31.62073	-84.52261999999999		193.333333	Sample	0.003861017	0.26288140000000004	80.80271	59.061690000000006	57.94831	0.7277965999999999	4.6067800000000005	8.067797	3.0	154.0	4.86	5.46	69.7	3.83	456.0	0.02	0.02	1.36	18.2	56.3	26.0	14.93	0.02	6.49	0.68	74.0	0.49	4.09	0.69	0.01	31400.0	5	A	8	A8	193.3333333333
GA1828I600	1	1	1	0	0	0	1	1	0	1	Watkinsville	2018-05-21	Inrow_Soil	44.0		Living_mulch_experiment_and_GA_Microbiome	True	True	False	GA1828I600_S192_L001_R1_001.fastq.gz	GA1828I600_S192_L001_R2_001.fastq.gz	301253	600.0	33.86801	-83.45012	CerealRye	99.033333	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	28.0	390.0	5.97	6.57	82.7	5.62	760.0	0.025	0.025	0.65	6.66	103.8	66.5	46.1	0.025	7.61	1.63	9.98	0.28	3.24	2.35	0.07	28600.0	2	H	12	H12	99.03333333329999
GA1817I600	1	0	1	0	0	1	0	1	0	1	Plains_SWVT	2018-05-07	Inrow_Soil	28.0			True	False	False	GA1817I600_S120_L001_R1_001.fastq.gz	GA1817I600_S120_L001_R2_001.fastq.gz	127191	600.0	32.03617	-84.37579000000001		87.733333	Sample	0.004391803	0.3129508	80.58918	59.78705	57.9841	0.7195081999999999	4.946393	8.229508000000001	17.0	264.0	5.59	6.19	76.7	5.33	515.0	0.02	0.07	0.34	11.03	146.8	130.7	18.3	0.02	10.93	1.78	32.96	0.65	2.82	2.43	0.1	17600.0	2	B	12	B12	87.7333333333
GA1813I600	1	0	1	0	0	0	0	1	0	1	Tennile	2018-05-07	Inrow_Soil	29.0			True	False	False	GA1813I600_S191_L001_R1_001.fastq.gz	GA1813I600_S191_L001_R2_001.fastq.gz	255682	600.0	32.892559999999996	-82.76508000000001		193.0	Sample	0.003480328	0.3142623	80.08606999999999	58.223769999999995	58.49869	0.7581967	3.129836	7.803278999999999	13.0	433.0	6.56	7.16	100.0	6.42	1065.5	0.02	0.045	0.935	8.795	135.9	90.8	14.3	0.02	11.21	1.39	51.36	1.015	3.23	1.39	0.04	13600.0	2	H	11	H11	193.0
GA1820SLM1400	1	0	1	0	0	0	0	1	0	1	Watkinsville	2018-06-28	Soil			Living_mulch_experiment_not_part_of_GA_microbiomes	True	True	False	GA18-20S-LM1400_S153_L001_R1_001.fastq.gz	GA18-20S-LM1400_S153_L001_R2_001.fastq.gz	26870	1400.0	33.86805	-83.45004	CrimsonClover	190.666667	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	20.0																						201400.0	5	E	10	E10	190.6666666667
GA186S1400	1	0	1	0	0	1	0	1	0	1	Tifton-Irrigated	2018-06-07	Soil	80.0			True	False	False	GA186S1400_S187_L001_R1_001.fastq.gz	GA186S1400_S187_L001_R2_001.fastq.gz	138576	1400.0	31.48767	-83.52071		70.766667	Sample	0.003	0.2611475	81.60738	61.94607	61.25656	0.7552459	4.001311	8.327869	6.0	180.0	4.66	5.26	54.1	3.59	299.0	0.05	0.05	0.3	36.91	72.3	28.0	10.96	0.02	6.53	0.68	44.9	0.95	4.33	0.96	0.03	61400.0	2	H	7	H7	70.7666666667
GA1832S1400	0	0	1	0	0	0	0	1	0	1	Rome	2018-06-20	Soil	91.0			True	False	False	GA1832S1400_S172_L001_R1_001.fastq.gz	GA1832S1400_S172_L001_R2_001.fastq.gz	125691	1400.0	34.33789	-85.13033		55.1	Sample	0.002581013	0.2781013	79.48671	58.986959999999996	56.99646	0.7126581999999999	2.479241	8.35443	32.0	334.0	4.8	5.4	60.3	7.81	554.0	0.02	0.02	0.34	12.42	213.9	162.3	88.2	0.02	10.54	1.16	57.12	0.34	1.06	2.24	0.1	321400.0	2	G	4	G4	55.1
GA1818SLM1400	1	0	1	0	0	0	0	1	0	1	Watkinsville	2018-06-28	Soil			Living_mulch_experiment_not_part_of_GA_microbiomes	True	True	False	GA1818SLM1400_S104_L001_R1_001.fastq.gz	GA1818SLM1400_S104_L001_R2_001.fastq.gz	213521	1400.0	33.868	-83.45006	CerealRye	67.4	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	18.0																						181400.0	2	A	8	A8	67.4
GA1826I600	1	0	1	0	0	0	0	1	0	1	Watkinsville	2018-05-21	Inrow_Soil	42.0		Living_mulch_experiment_and_GA_Microbiome	True	True	False	GA1826I600_S188_L001_R1_001.fastq.gz	GA1826I600_S188_L001_R2_001.fastq.gz	125802	600.0	33.86829	-83.44996	NoCover	76.0	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	26.0	571.0	5.33	5.93	53.9	7.68	683.0	0.025	0.025	0.72	8.31	65.1	61.9	41.9	0.025	8.91	1.09	10.86	0.29	2.34	2.79	0.09	26600.0	2	H	8	H8	76.0
GA1812S600	0	1	1	0	1	0	0	0	1	0	Plains_Production_corn	2018-05-07	Soil	19.0			True	False	False	GA1812S600_S112_L001_R1_001.fastq.gz	GA1812S600_S112_L001_R2_001.fastq.gz	96491	600.0	32.03573	-84.37585		69.2	Sample	0.004391803	0.3129508	80.59115	59.78934	57.9841	0.7195081999999999	4.946393	8.229508000000001	12.0	280.0	5.94	6.54	85.9	5.31	558.0	0.02	0.09	0.35	10.2	105.6	175.8	14.5	0.02	9.59	2.45	48.26	0.29	2.64	2.48	0.09	12600.0	2	B	4	B4	69.2
GA1815S600	0	0	1	1	0	0	0	1	1	0	Arlington	2018-05-02	Soil	2.0		Soil_was_wet_when_taken_out_of_ziplock_may_have_small_leak_and_absorbed_water_from_ice.	True	False	False	GA1815S600_S128_L001_R1_001.fastq.gz	GA1815S600_S128_L001_R2_001.fastq.gz	74231	600.0	31.42073	-84.67208000000001		34.166667	Sample	0.004491525	0.24101689999999998	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	15.0	269.0	5.72	6.32	78.7	4.99	658.0	0.02	0.02	1.21	9.02	121.4	33.7	24.7	0.02	10.75	0.73	28.07	0.35	3.09	1.21	0.04	15600.0	2	C	8	C8	34.1666666667
GA188S1400	0	0	1	0	0	0	0	1	0	1	Wadley	2018-06-07	Soil	82.0			True	False	False	GA18-8S-1400_S154_L001_R1_001.fastq.gz	GA18-8S-1400_S154_L001_R2_001.fastq.gz	46759	1400.0	32.96007	-82.55033		160.0	Sample	0.003618033	0.3568852	80.9523	58.69607	58.73262	0.7440984	3.482787	7.967213	8.0	434.0	6.06	6.66	92.1	10.78	1222.0	0.06	0.1	0.31	28.14	175.9	399.7	11.74	0.025	5.99	1.47	115.9	0.58	8.48	4.13	0.19	81400.0	5	E	11	E11	160.0
GA1828S1400	1	0	1	0	0	0	0	1	0	0	Watkinsville	2018-06-21	Soil	104.0		Living_mulch_experiment_and_GA_Microbiome	True	True	False	GA18-28S-1400_S151_L001_R1_001.fastq.gz	GA18-28S-1400_S151_L001_R2_001.fastq.gz	19080	1400.0	33.86806	-83.45012	CerealRye	304.333333	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	28.0	279.0	6.32	6.92	98.7	10.22	1716.0	0.025	0.025	0.83	4.65	73.4	153.4	33.85	0.025	9.91	0.2	22.78	0.03	6.01	3.83	0.12	281400.0	5	E	8	E8	304.3333333333
GA1836I1700	0	0	0	0	1	0	0	1	1	0	Athens	2018-07-02	Inrow_Soil	120.0			True	False	False	GA1836I1700_S142_L001_R1_001.fastq.gz	GA1836I1700_S142_L001_R2_001.fastq.gz	72632	1700.0	33.716640000000005	-83.30858		79.4	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	36.0																						361700.0	2	D	10	D10	79.4
GA1827SLM1400	1	0	1	0	0	0	0	1	0	1	Watkinsville	2018-06-28	Soil			Living_mulch_experiment_not_part_of_GA_microbiomes	True	True	False	GA1827SLM1400_S100_L001_R1_001.fastq.gz	GA1827SLM1400_S100_L001_R2_001.fastq.gz	106861	1400.0	33.868179999999995	-83.45	NoCover	123.33333300000001	Sample	0.003720588	0.33	82.77	63.91176	63.34191	0.7672059	3.100882	8.455882	27.0	367.0	6.05	6.65	91.3	8.6	1131.0	0.025	0.025	0.13	9.55	60.0	239.3	7.84	0.025	11.82	1.22	14.0	0.27	0.66	3.54	0.09	271400.0	2	A	4	A4	123.3333333333
GA1810S1400	1	0	1	0	0	1	0	1	1	1	Midville	2018-06-07	Soil	83.0			True	False	False	GA1810S1400_S115_L001_R1_001.fastq.gz	GA1810S1400_S115_L001_R2_001.fastq.gz	122302	1400.0	32.87781	-82.21691		65.93333299999999	Sample	0.003737705	0.3814754	80.98607	59.5459	58.80475	0.7388524999999999	4.611967	8.016392999999999	10.0	159.0	5.94	6.54	89.1	3.34	396.0	0.06	0.02	0.29	8.38	146.1	70.7	7.9	0.02	6.27	1.11	24.5	0.46	2.85	0.86	0.01	101400.0	2	B	7	B7	65.9333333333
GA185repBS600	1	0	1	0	0	0	0	1	0	1	Arlington	2018-05-02	Soil	7.0		A_second_rep_of_the_soil_at_this_location_was_taken	True	False	False	GA185repBS600_S114_L001_R1_001.fastq.gz	GA185repBS600_S114_L001_R2_001.fastq.gz	65189	600.0	31.41781	-84.67116		148.0	Sample	0.004491525	0.24101689999999998	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	5.0	166.0	5.25	5.85	66.3333333333	2.88	319.0	0.02	0.02	1.0933333333	7.2333333333	51.9	18.366666666700002	14.2	0.02	5.94	0.59	34.3	0.1633333333	2.51	0.7333333333	0.0166666667	5600.0	2	B	6	B6	148.0
GA1835S1400	0	0	1	0	0	0	1	1	0	1	Pavo	2018-05-31	Soil	57.0			True	False	False	GA1835S1400_S163_L001_R1_001.fastq.gz	GA1835S1400_S163_L001_R2_001.fastq.gz	104790	1400.0	30.983009999999997	-83.65904		50.966667	Sample	0.004208475	0.2908475	81.38237	60.77203000000001	58.81763	0.7152542	3.931525	8.423729	35.0	358.0	6.59	7.19	100.0	7.92	1104.0	0.025	0.06	1.74	20.13	221.0	202.4	17.51	0.025	33.23	0.57	72.2	0.2	6.59	2.64	0.1	351400.0	2	F	7	F7	50.9666666667
GA1812S1400	1	0	1	0	0	0	0	1	0	1	Plains_Production_corn	2018-06-07	Soil	85.0			True	False	False	GA1812S1400_S162_L001_R1_001.fastq.gz	GA1812S1400_S162_L001_R2_001.fastq.gz	95841	1400.0	32.03577	-84.37585		71.2	Sample	0.004391803	0.3129508	80.59115	59.78934	57.9841	0.7195081999999999	4.946393	8.229508000000001	12.0	334.0	5.2	5.8	63.6	6.39	490.0	0.05	0.07	0.46	15.4	171.2	134.5	82.4	0.025	11.74	0.025	80.1	0.82	3.45	2.57	0.06	121400.0	2	F	6	F6	71.2
GA185S600	1	0	1	0	0	0	0	1	0	1	Arlington	2018-05-02	Soil	7.0			True	False	False	GA185S600_S150_L001_R1_001.fastq.gz	GA185S600_S150_L001_R2_001.fastq.gz	83165	600.0	31.41781	-84.67116		114.0	Sample	0.004491525	0.24101689999999998	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	5.0	166.0	5.25	5.85	66.3333333333	2.88	319.0	0.02	0.02	1.0933333333	7.2333333333	51.9	18.366666666700002	14.2	0.02	5.94	0.59	34.3	0.1633333333	2.51	0.7333333333	0.0166666667	5600.0	2	E	6	E6	114.0
